	nuc_Elongation	nuc_MajorAxisLength	nuc_MaximumDiameter	nuc_MeshSurface	nuc_MinorAxisLength	nuc_Perimeter	nuc_PerimeterSurfaceRatio	nuc_PixelSurface	nuc_Sphericity	nuc_10Percentile	nuc_90Percentile	nuc_Energy	nuc_Entropy	nuc_InterquartileRange	nuc_Kurtosis	nuc_Maximum	nuc_MeanAbsoluteDeviation	nuc_Mean	nuc_Median	nuc_Minimum	nuc_Range	nuc_RobustMeanAbsoluteDeviation	nuc_RootMeanSquared	nuc_Skewness	nuc_TotalEnergy	nuc_Uniformity	nuc_Variance	cyt_Elongation	cyt_MajorAxisLength	cyt_MaximumDiameter	cyt_MeshSurface	cyt_MinorAxisLength	cyt_Perimeter	cyt_PerimeterSurfaceRatio	cyt_PixelSurface	cyt_Sphericity	cyt_10Percentile	cyt_90Percentile	cyt_Energy	cyt_Entropy	cyt_InterquartileRange	cyt_Kurtosis	cyt_Maximum	cyt_MeanAbsoluteDeviation	cyt_Mean	cyt_Median	cyt_Minimum	cyt_Range	cyt_RobustMeanAbsoluteDeviation	cyt_RootMeanSquared	cyt_Skewness	cyt_TotalEnergy	cyt_Uniformity	cyt_Variance	mix_Elongation	mix_MajorAxisLength	mix_MaximumDiameter	mix_MeshSurface	mix_MinorAxisLength	mix_Perimeter	mix_PerimeterSurfaceRatio	mix_PixelSurface	mix_Sphericity
0	0.864625392852465	102.0070311345944	105.78127316851466	6928.766431924882	88.08367621018972	360.643451394449	0.05320878860336137	6929.2723004694835	0.8195294964832611	64.94460093896714	110.38239436619719	54514238.427230045	1.6230000144169612	24.213028169014084	3.139871108607786	158.0	14.207025023835921	86.31187711490277	84.46948356807512	42.34976525821596	115.65023474178403	10.19344275987248	88.1373610221326	0.5304093558206995	54514238.427230045	0.3732003403462305	319.7305755243534	0.6565057265714223	135.55099748419894	114.36346903915675	1597.2359154929577	87.56613101805482	424.2432177544282	0.526358699126036	1606.6478873239437	0.3025281824161343	91.6680751173709	147.53051643192487	24190595.377934273	1.8781501416059663	29.133802816901408	3.1271654462637493	185.7981220657277	17.384304512685823	120.94605285968848	122.3943661971831	54.833333333333336	130.96478873239437	12.275186744229355	122.96418921582675	-0.27793999241279493	24190595.377934273	0.3201025195658576	485.7019243098879	1.4025119968978543	0.7916359730361938	0.9265264299488611	0.8168282395125611	1.091163659607832	1.0696835741543969	0.18501749088875985	0.815877233807338	2.8296360510512764
