	cell_type	image_path	mask_path	nuc_Elongation	nuc_MajorAxisLength	nuc_MaximumDiameter	nuc_MeshSurface	nuc_MinorAxisLength	nuc_Perimeter	nuc_PerimeterSurfaceRatio	nuc_PixelSurface	nuc_Sphericity	nuc_10Percentile	nuc_90Percentile	nuc_Energy	nuc_Entropy	nuc_InterquartileRange	nuc_Kurtosis	nuc_Maximum	nuc_MeanAbsoluteDeviation	nuc_Mean	nuc_Median	nuc_Minimum	nuc_Range	nuc_RobustMeanAbsoluteDeviation	nuc_RootMeanSquared	nuc_Skewness	nuc_TotalEnergy	nuc_Uniformity	nuc_Variance	cyt_Elongation	cyt_MajorAxisLength	cyt_MaximumDiameter	cyt_MeshSurface	cyt_MinorAxisLength	cyt_Perimeter	cyt_PerimeterSurfaceRatio	cyt_PixelSurface	cyt_Sphericity	cyt_10Percentile	cyt_90Percentile	cyt_Energy	cyt_Entropy	cyt_InterquartileRange	cyt_Kurtosis	cyt_Maximum	cyt_MeanAbsoluteDeviation	cyt_Mean	cyt_Median	cyt_Minimum	cyt_Range	cyt_RobustMeanAbsoluteDeviation	cyt_RootMeanSquared	cyt_Skewness	cyt_TotalEnergy	cyt_Uniformity	cyt_Variance	mix_Elongation	mix_MajorAxisLength	mix_MaximumDiameter	mix_MeshSurface	mix_MinorAxisLength	mix_Perimeter	mix_PerimeterSurfaceRatio	mix_PixelSurface	mix_Sphericity
256	APL	/home/mikweeh/PythonProjects/08-TFM/data/img/APL/img_3590.jpg	/home/mikweeh/PythonProjects/08-TFM/data/msk/APL/img_3590.png	0.8738575719098545	118.75471918835882	122.3315167894194	9380.5	103.77471056277584	466.85995641732376	0.04976919742202694	9381.0	0.7354129967194155	70.0	126.0	90257482.0	1.8545244516873078	29.0	2.805850126478987	175.0	17.025335010409457	95.80940198273105	93.0	49.0	126.0	12.403783404326974	98.08826183655307	0.4841504261550515	90257482.0	0.31603618192760147	441.8656018276434	0.6919526436185559	176.2304822658102	124.72369462135092	1091.0	121.9431480900004	523.8132752230985	0.480122158774609	1101.0	0.22353256755377363	68.0	145.0	14657353.0	2.1836603864628454	39.0	2.446121442240742	197.0	22.830005914860653	111.93732970027249	116.0	47.0	150.0	16.659157056332386	115.38095098864676	-0.3533906077355022	14657353.0	0.24875990037955753	782.7980706170017	1.2628863838716324	0.6738602633410484	0.9808201814483292	0.8958124432984769	0.8510089512055625	0.891271715514431	0.10365944689795259	0.8949627933600458	3.289959063985173
257	APL	/home/mikweeh/PythonProjects/08-TFM/data/img/APL/img_3612.jpg	/home/mikweeh/PythonProjects/08-TFM/data/msk/APL/img_3612.png	0.9683123440039121	101.70427549589917	103.40696301506973	7861.5	98.48150540065376	342.1492782986684	0.04352213678034324	7862.0	0.9186329378630957	63.0	109.0	58239710.0	1.6610751791817244	24.0	3.1555492575228774	159.0	14.573394295038925	84.1261765454083	82.0	39.0	120.0	10.403147632741405	86.06827169474816	0.5905427391270004	58239710.0	0.35991173357304884	330.5338123717826	0.6447653342054481	167.25251609651565	106.1178590059185	22.5	107.83862443767201	90.12489168102799	4.005550741379022	35.0	0.18657413435464323	115.4	193.20000000000002	760144.0	2.1287244452691394	38.5	2.5282772315197652	202.0	24.558367346938777	144.17142857142858	139.0	78.0	124.0	16.567901234567902	147.37163906260935	0.27368648986306127	760144.0	0.2848979591836735	932.9991836734695	1.5018058394798393	0.608088164349104	0.9744539136367464	0.9971461187214612	0.9132303561380605	3.7963904523692595	0.010865456360530223	0.9955679371913385	4.923688597246513
258	APL	/home/mikweeh/PythonProjects/08-TFM/data/img/APL/img_3640.jpg	/home/mikweeh/PythonProjects/08-TFM/data/msk/APL/img_3640.png	0.6876702427585909	89.58909656405268	93.64827814754524	4209.5	61.60775578272495	291.66399692442974	0.06928708799725139	4210.0	0.7885647615390047	65.0	103.0	30066614.0	1.4242118219155748	21.0	2.6776215020798997	134.0	11.635424083592397	83.30688836104513	82.0	46.0	88.0	8.749873119069191	84.50865955150631	0.35630563385077124	30066614.0	0.4187519817649416	201.6758907927624	0.7450754422147713	114.24934346714552	107.56393447619885	3552.0	85.12438010653074	580.6833329081873	0.16348066804847614	3562.0	0.36383296839413093	80.0	134.0	42855908.0	1.8478943341473948	29.0	2.7808156201155385	173.0	16.72530715226322	107.69062324536777	109.0	43.0	130.0	11.934302883565543	109.68781692311497	-0.27906714765967483	42855908.0	0.31685840399677045	434.14684638304186	0.9229538430557572	0.7841541478075597	0.8706289761859465	0.5423565032532371	0.7237380842670995	0.5022771972181699	0.4238243507587455	0.5416881111682964	2.1673812711902807
259	APL	/home/mikweeh/PythonProjects/08-TFM/data/img/APL/img_3673.jpg	/home/mikweeh/PythonProjects/08-TFM/data/msk/APL/img_3673.png	0.9411349055155415	99.06410547365508	106.51291001564083	7103.5	93.23268754493	373.11984104714554	0.052526197092580496	7104.0	0.80074231757858	70.0	117.0	62524313.0	1.6935078623289481	26.0	3.055936544135844	161.0	14.87669358811937	91.99479166666667	90.0	41.0	120.0	10.74631324622676	93.81515228588303	0.5755722266431604	62524313.0	0.3599118676319901	338.2411046300206	0.6638044288699277	164.38403936382664	113.3181362359971	1137.0	109.11885336523669	498.60007178750163	0.4385224905782776	1149.0	0.2397357641901533	84.0	147.0	16539756.0	2.046388950392177	36.0	2.5244310571210775	182.0	20.086432293264437	117.48825065274151	120.0	46.0	136.0	14.869640280354567	119.97880578718937	-0.31771545671918167	16539756.0	0.27875225060426406	591.4247966786876	1.4177894340321682	0.6026382236197472	0.9399458335055594	0.8620229355014866	0.8544141059919923	0.7483349124068428	0.11977993881981844	0.8607778989458379	3.3401037191240617
260	APL	/home/mikweeh/PythonProjects/08-TFM/data/img/APL/img_3680.jpg	/home/mikweeh/PythonProjects/08-TFM/data/msk/APL/img_3680.png	0.8494409166011213	104.1146346860414	108.93117092916977	7127.5	88.4392307193019	368.77669529663797	0.05173997829486327	7128.0	0.8115402731856969	64.0	110.0	54743966.0	1.6779251918567482	24.0	3.9828548173300633	178.0	14.64133179280018	85.61672278338945	83.0	46.0	132.0	10.182072664313036	87.63635039304891	0.8509191642049239	54743966.0	0.36083777039631876	349.9066900454854	0.7054573722107519	156.4009791429409	120.50726119201282	1707.0	110.33422375736771	538.9432175380092	0.3157253764135965	1713.0	0.2717557123263059	109.0	161.0	32076715.0	1.851878071325222	28.0	2.8980961961771063	193.0	16.57422021565795	135.2907180385289	136.0	59.0	134.0	11.925134669723413	136.84100693585145	-0.2182251907663507	32076715.0	0.3167069308597521	421.8827918370184	1.2040995672625205	0.6656904276212171	0.9039386494362522	0.8067802365725282	0.8015575558295099	0.6842589038995186	0.16387652738779068	0.8062436375975568	2.9862859780892266
261	APL	/home/mikweeh/PythonProjects/08-TFM/data/img/APL/img_3708.jpg	/home/mikweeh/PythonProjects/08-TFM/data/msk/APL/img_3708.png	0.8861913935832053	104.389841603287	109.80892495603443	7325.5	92.50937920634698	405.06096654410015	0.055294651087857506	7326.0	0.7490368322062128	69.0	119.0	64462859.0	1.7535878163242813	27.0	2.6584633051231936	164.0	15.790740371821453	91.81531531531532	90.0	48.0	116.0	11.637760404035358	93.80399273319368	0.47329057957301574	64462859.0	0.33316631351029385	369.13692623827757	0.5990456193876968	136.9017907159021	117.00427342623003	1254.5	82.01041801469242	453.830519165801	0.36176207187389475	1268.0	0.27666012377222304	79.0	133.0	15220930.0	1.8728029358639544	28.0	3.11685973293797	192.0	16.751818607011714	107.5173501577287	109.0	53.0	139.0	11.679918635484656	109.56225633227118	-0.06695248129686614	15220930.0	0.3145630367502911	443.90742767865146	1.4793387429975853	0.7625162611635684	0.9385035412853344	0.8537878787878788	1.1280198473049319	0.8925379617233642	0.15284811589406325	0.8524552013032348	2.7074260720815047
262	APL	/home/mikweeh/PythonProjects/08-TFM/data/img/APL/img_3712.jpg	/home/mikweeh/PythonProjects/08-TFM/data/msk/APL/img_3712.png	0.8691505579399742	93.80963127187151	97.71898484941399	5935.5	81.53469336009037	302.0071426749372	0.050881499903114684	5936.0	0.9043079986868361	72.0	110.0	50462845.0	1.4749081920389726	21.0	3.108969003181524	166.0	11.995805891776433	90.9870283018868	91.0	49.0	117.0	8.653779734494895	92.20169810487863	0.28335675989799014	50462845.0	0.4212671574058601	222.51381421483242	0.5294928994325361	150.7264228259133	114.33722053644648	2469.5	79.80857064318722	464.6589462905471	0.18815911977750438	2476.0	0.37911864546472435	101.0	152.0	41301263.0	1.8299322758916532	27.0	3.201104770411941	191.0	16.32554265700319	127.49232633279483	129.0	60.0	131.0	11.447850287749677	129.15354945815992	-0.4884600698830065	41301263.0	0.33226274333765704	426.3460638935069	1.6414772679132303	0.6223834515081685	0.8546559413543272	0.7061867935752528	1.021628287576035	0.6499544345070994	0.2704173997161624	0.7056585829766999	2.3852902237987625
263	APL	/home/mikweeh/PythonProjects/08-TFM/data/img/APL/img_3729.jpg	/home/mikweeh/PythonProjects/08-TFM/data/msk/APL/img_3729.png	0.9264464731172911	79.56364358181321	81.59656855530139	4564.5	73.71145698473205	269.27922061357924	0.05899424265824937	4565.0	0.8894032172226959	61.0	96.0	28582155.0	1.333770515981581	19.0	2.94608264406222	138.0	10.972796637111024	77.94983570646221	77.0	44.0	94.0	7.962064436868311	79.12743613977875	0.4337631412909673	28582155.0	0.43477043891987344	184.9742633903132	0.8794124813640554	141.2781043731678	124.61540835707277	4957.5	124.2417283292175	688.8670990922611	0.13895453335194374	4960.0	0.3623271271106677	88.0	152.0	75744366.0	2.06561486901091	33.0	2.7843506888939853	189.0	19.556887356919873	121.15766129032258	123.0	37.0	152.0	13.988958833829347	123.5760556590882	-0.30401103256035694	75744366.0	0.2738447092872008	591.8626429175339	1.0534834252980825	0.5631703789828335	0.6547871537803313	0.4793635790800252	0.5932906598772547	0.3909015555662562	0.4245578840441922	0.47926509186351707	2.454696738594017
264	APL	/home/mikweeh/PythonProjects/08-TFM/data/img/APL/img_3735.jpg	/home/mikweeh/PythonProjects/08-TFM/data/msk/APL/img_3735.png	0.9172223223660091	103.00724418866112	107.61505470890214	7594.5	94.48054373524634	344.5340546095187	0.04536625908348393	7595.0	0.8966487969349887	70.0	120.0	69729437.0	1.7796368123503292	28.0	2.9624316023484427	164.0	15.817189143788077	93.79710335747203	92.0	46.0	118.0	11.484655408585969	95.8173576669858	0.5124296420402891	69729437.0	0.3352731193775053	383.0694320307919	0.8030575388030501	75.34902430186722	112.36102527122117	687.0	60.5096020070687	244.19090885901093	0.3554452821819664	698.0	0.38049925366983633	81.0	145.0	9929843.0	1.9953627534799816	31.0	2.6201585333761894	169.0	19.0861405078776	116.90687679083095	120.0	56.0	113.0	13.733334577543866	119.27336711584805	-0.4959013037939249	9929843.0	0.2882693902348913	558.9182621653352	1.1421626447005535	1.3670680561965618	0.9577614163731326	0.9170440137656222	1.56141406655111	1.4109208906235045	0.12763218801215978	0.9158326299288556	2.356506059570412
265	APL	/home/mikweeh/PythonProjects/08-TFM/data/img/APL/img_3741.jpg	/home/mikweeh/PythonProjects/08-TFM/data/msk/APL/img_3741.png	0.8958896956702381	109.34747338335966	109.55363982999378	8345.5	97.96327465172755	374.19090885901113	0.04483744639134996	8346.0	0.8654418268416852	64.0	108.0	62705333.0	1.5908491988048092	24.0	3.0665411812459045	160.0	13.965795743166288	84.93421998562185	83.0	45.0	115.0	10.026716192096716	86.67883170534763	0.520511290436514	62705333.0	0.3709123024447842	299.39814123797106	0.6650367733031285	108.17148867869	113.1591799192624	223.0	71.93801779427189	196.10764773832534	0.8794064921001137	239.0	0.269937258637792	91.0	138.0	3334900.0	1.7512492182006238	22.5	3.8999331785074136	184.0	14.537770697291714	116.52719665271967	116.0	73.0	111.0	9.65128205128205	118.12517295375973	0.40353744090252847	3334900.0	0.3678331961975456	374.96892561404735	1.347128056123124	1.0108714848897271	0.9681374494597688	0.973974441267433	1.3617733384297939	1.9080893232593854	0.05098603068562014	0.9721607454863134	3.2060851147745963
