	nuc_Elongation	nuc_MajorAxisLength	nuc_MaximumDiameter	nuc_MeshSurface	nuc_MinorAxisLength	nuc_Perimeter	nuc_PerimeterSurfaceRatio	nuc_PixelSurface	nuc_Sphericity	nuc_10Percentile	nuc_90Percentile	nuc_Energy	nuc_Entropy	nuc_InterquartileRange	nuc_Kurtosis	nuc_Maximum	nuc_MeanAbsoluteDeviation	nuc_Mean	nuc_Median	nuc_Minimum	nuc_Range	nuc_RobustMeanAbsoluteDeviation	nuc_RootMeanSquared	nuc_Skewness	nuc_TotalEnergy	nuc_Uniformity	nuc_Variance	cyt_Elongation	cyt_MajorAxisLength	cyt_MaximumDiameter	cyt_MeshSurface	cyt_MinorAxisLength	cyt_Perimeter	cyt_PerimeterSurfaceRatio	cyt_PixelSurface	cyt_Sphericity	cyt_10Percentile	cyt_90Percentile	cyt_Energy	cyt_Entropy	cyt_InterquartileRange	cyt_Kurtosis	cyt_Maximum	cyt_MeanAbsoluteDeviation	cyt_Mean	cyt_Median	cyt_Minimum	cyt_Range	cyt_RobustMeanAbsoluteDeviation	cyt_RootMeanSquared	cyt_Skewness	cyt_TotalEnergy	cyt_Uniformity	cyt_Variance	mix_Elongation	mix_MajorAxisLength	mix_MaximumDiameter	mix_MeshSurface	mix_MinorAxisLength	mix_Perimeter	mix_PerimeterSurfaceRatio	mix_PixelSurface	mix_Sphericity
0	0.8955791374169934	66.69920937677198	68.57303728306148	3095.119774919614	59.69508175774897	223.0611352166861	0.07242275241249871	3095.620578778135	0.8841098087756099	50.727652733118966	94.4072347266881	16505869.155948553	1.5627050137330765	22.388263665594856	3.412960198413796	135.37299035369776	13.628870888174246	70.88547588075106	68.74839228295819	28.34565916398714	107.02733118971061	9.53238851754476	72.97517006995119	0.5837462550465189	16505869.155948553	0.4115986025391131	304.07365238290214	0.5881020234218922	74.61550617786588	74.10577519723145	441.33038585209005	42.27891238004993	194.19449707856378	0.5481267377408641	447.53054662379424	0.38118661685476	77.37315112540193	151.0284565916399	6333820.284565916	2.1821571572047094	42.364951768488744	2.4071543386897574	179.80225080385853	23.24861158555685	115.71845184040586	117.41398713826366	48.069131832797424	131.7331189710611	17.49100909180763	119.12168552963301	-0.19481576596901998	6333820.284565916	0.2471117004228124	789.8634756139087	1.6338514513703823	1.0087733365226903	0.9271042580183904	0.8762929815646658	1.595830048264219	1.3544267725114834	0.15583893319195216	0.8747652569631852	2.3796745562278985
